"","Price","Age","Mileage","Fuel_Type","Horse_Power","Metalic_Color","Automatic","CC","Doors","Quarterly_Tax","Weight","Pred.Price"
"315",9950,43,37576,"Petrol",97,"0","0",1400,"3",69,1030,11798.8855929681
"317",12950,44,37389,"Petrol",110,"1","0",1600,"5",85,1080,13160.8661140516
"318",10950,38,37320,"Petrol",97,"1","0",1400,"3",69,1025,12365.087829299
"321",11990,40,36566,"Petrol",110,"0","0",1600,"5",85,1090,13928.6427146898
"327",10950,42,33623,"Petrol",97,"1","0",1400,"3",69,1025,11885.7451842616
"329",12950,35,33258,"Petrol",110,"1","0",1600,"5",85,1075,14324.4279002675
"330",11695,43,33113,"Petrol",110,"1","0",1600,"5",85,1075,13252.759971096
"332",13950,35,32941,"Petrol",110,"1","0",1600,"5",85,1080,14438.3613537522
"334",11750,40,32532,"Petrol",110,"1","0",1600,"3",69,1040,12901.5894506464
"335",12400,34,32431,"Petrol",97,"1","0",1400,"5",85,1060,13741.2004692738
"337",12900,33,31000,"Petrol",110,"1","0",1600,"5",19,1075,14628.1029760557
"342",11950,44,29716,"Petrol",110,"1","1",1600,"3",85,1070,13062.4717940565
"346",14950,41,28571,"Petrol",110,"0","0",1600,"5",85,1090,13919.0114947869
"347",13450,40,28362,"Petrol",110,"1","0",1600,"3",69,1040,12966.5829125078
"349",12950,43,27301,"Petrol",110,"1","0",1600,"3",69,1040,12580.3966581443
"356",13750,39,25062,"Petrol",110,"1","0",1600,"5",85,1080,14024.1992021211
"360",14350,41,24475,"Petrol",110,"1","0",1600,"5",69,1030,12674.9391533798
"363",11950,41,24000,"Petrol",97,"1","0",1400,"3",69,1025,12169.9698840383
"364",13450,40,23616,"Petrol",110,"1","0",1600,"5",85,1075,13803.5028130692
"366",10500,41,22780,"Petrol",86,"1","0",1300,"5",69,1035,12065.6487127817
"367",10950,35,21904,"Petrol",97,"0","0",1400,"3",69,1025,13008.0839808064
"376",11750,38,16000,"Petrol",97,"1","0",1400,"5",85,1060,13460.3294653258
"384",8500,55,150000,"CNG",110,"1","0",1600,"3",72,1075,8309.45992237344
"388",9250,48,142130,"CNG",110,"0","0",1600,"5",197,1119,10330.9441417384
"389",7750,48,140700,"Diesel",69,"1","0",1900,"5",64,1110,9540.82155000785
"395",9950,50,126110,"Petrol",110,"0","0",1600,"3",85,1055,10427.654534826
"396",9000,48,119742,"Petrol",110,"1","0",1600,"5",85,1080,11340.3514322821
"397",9950,53,117913,"Diesel",69,"1","0",1900,"5",64,1110,9224.77393431267
"398",12450,47,117430,"Diesel",90,"1","0",2000,"3",210,1165,11888.2812939158
"399",10500,55,117175,"Petrol",110,"1","0",1600,"4",69,1035,9459.73935841429
"401",8950,53,115113,"Petrol",97,"1","0",1400,"3",69,1025,9138.99428080104
"402",10500,54,115046,"Diesel",69,"1","0",1900,"5",185,1140,9789.17412191592
"406",9950,54,103454,"Petrol",110,"1","0",1600,"5",85,1075,10679.7769588327
"407",10950,51,103018,"Diesel",69,"0","0",1900,"5",185,1140,10379.3650339062
"411",7900,50,99865,"Petrol",110,"1","0",1600,"4",69,1035,10400.7372955138
"412",10950,52,99323,"Petrol",110,"1","0",1600,"3",85,1055,10576.6737275663
"416",9950,55,97234,"Petrol",110,"0","0",1600,"5",85,1080,10751.4733597492
"419",8950,55,94401,"Diesel",72,"0","0",2000,"3",185,1115,9524.82947348497
"420",8950,55,94122,"Petrol",86,"1","0",1300,"3",69,1015,8638.37037832711
"422",8950,53,90200,"Petrol",97,"0","0",1400,"3",69,1025,9527.28735402714
"423",9250,53,90097,"Diesel",69,"1","0",1900,"5",185,1140,10312.2692764859
"424",11500,48,89049,"Petrol",97,"1","0",1400,"5",85,1060,10979.3806544669
"425",9750,52,89000,"Petrol",110,"0","0",1600,"5",85,1075,11173.5384281129
"426",9950,45,87274,"Petrol",110,"1","0",1600,"3",69,1040,11377.1777810779
"427",11450,49,86221,"Petrol",110,"0","0",1600,"3",69,1045,10965.618555815
"428",12500,54,84598,"Petrol",110,"0","0",1600,"5",19,1075,10973.665859758
"429",10500,50,83567,"Petrol",110,"0","0",1600,"5",85,1075,11526.6989334958
"430",12950,50,83106,"Petrol",110,"1","0",1600,"5",85,1075,11533.8840620133
"431",12200,50,82805,"Petrol",110,"1","0",1600,"3",69,1040,10775.6265120549
"432",10950,50,82735,"Petrol",97,"1","0",1400,"3",69,1030,10155.352224566
"433",10950,54,81905,"Petrol",110,"1","0",1600,"5",19,1105,11669.5950766689
"436",10895,53,79800,"Petrol",110,"0","0",1600,"5",85,1075,11182.6882925129
"437",11500,47,78785,"CNG",110,"1","0",1600,"5",197,1119,11452.4778962196
"439",10250,55,77780,"Petrol",110,"0","0",1600,"3",69,1040,10182.7410379468
"441",11950,54,77270,"Petrol",110,"1","0",1600,"4",69,1035,10215.9381618089
"442",10750,50,76167,"Petrol",97,"1","0",1400,"5",85,1060,10911.6770445256
"443",11450,46,75249,"Petrol",110,"1","0",1600,"4",69,1035,11321.3652848394
"444",11950,54,75231,"Petrol",110,"1","0",1600,"5",85,1080,11228.6522700401
"445",11750,48,75045,"Petrol",110,"1","0",1600,"3",85,1055,11492.0336617099
"450",8900,49,74494,"Petrol",110,"1","0",1600,"5",85,1075,11802.3513541301
"451",10500,50,73634,"Petrol",110,"0","0",1587,"5",85,1075,11681.5142948073
"452",11750,47,73403,"Petrol",110,"1","0",1600,"5",85,1075,12087.8376121744
"456",9850,53,72000,"Petrol",97,"1","0",1400,"3",69,1025,9810.95186382986
"459",8695,50,70440,"Diesel",69,"1","0",1900,"3",185,1105,10258.4165686185
"460",10990,53,70239,"Petrol",110,"0","0",1600,"3",69,1040,10568.7567513881
"463",10750,46,69574,"Petrol",97,"0","0",1400,"5",85,1065,11660.3919428423
"464",8750,47,69000,"Diesel",69,"1","0",1900,"5",185,1140,11446.5322386804
"466",11450,55,68520,"Diesel",72,"1","0",2000,"3",185,1115,9928.20975800168
"468",11950,56,66777,"Petrol",110,"0","0",1600,"5",85,1090,11309.919427034
"469",13950,52,66527,"Petrol",110,"1","0",1600,"5",85,1080,11632.7944573771
"473",9950,52,65170,"Petrol",97,"1","0",1400,"3",69,1025,10051.6449715253
"474",11950,56,65000,"Petrol",110,"1","0",1600,"5",19,1075,11010.6375711263
"475",10450,48,64193,"Petrol",110,"1","0",1600,"3",69,1040,11334.1944116516
"478",9930,53,63635,"Petrol",110,"1","0",1600,"4",69,1035,10562.6937414389
"481",11500,48,63000,"Diesel",69,"1","0",1900,"5",185,1140,11405.8070244337
"485",9500,54,62519,"Petrol",97,"0","0",1400,"3",69,1025,9824.48138357349
"486",10500,50,62280,"Petrol",97,"1","0",1400,"5",85,1060,11128.1192998899
"488",8950,54,61000,"Diesel",69,"0","0",2000,"5",185,1140,10631.5330283334
"491",10950,47,60348,"Petrol",110,"0","0",1600,"4",69,1030,11310.3780155345
"502",11950,47,57500,"Petrol",110,"1","0",1600,"4",19,1105,12989.6573881235
"505",9475,48,56675,"Petrol",97,"1","0",1400,"3",69,1025,10721.0116662064
"506",11500,54,55877,"Petrol",110,"1","0",1600,"5",85,1075,11421.3102765736
"507",11950,53,55500,"Petrol",110,"1","0",1600,"4",69,1035,10689.4855429359
"508",11500,55,54900,"Petrol",97,"1","0",1400,"5",85,1060,10571.9387664732
"514",10950,49,53116,"Petrol",97,"1","0",1400,"3",69,1025,10642.2411185296
"521",9400,54,50000,"Petrol",97,"1","0",1400,"3",69,1025,10019.6020428164
"523",9650,53,49969,"Petrol",110,"0","0",1600,"5",85,1075,11647.633127234
"526",10250,52,49432,"Petrol",110,"1","0",1600,"3",69,1050,11245.2802580473
"527",11450,48,49417,"Petrol",110,"1","0",1600,"3",69,1045,11673.4852908086
"528",9950,54,49366,"Petrol",97,"1","0",1400,"3",69,1025,10029.4835427732
"534",11895,52,47689,"Petrol",110,"0","0",1600,"5",85,1075,11817.4101074788
"537",10750,56,47211,"Petrol",110,"1","0",1600,"5",85,1070,11178.9035470091
"538",9550,54,46856,"Petrol",97,"0","0",1400,"5",85,1060,10831.5532321303
"540",11750,52,46449,"Petrol",110,"1","0",1600,"4",69,1035,10964.7950724046
"545",12950,50,45900,"Petrol",110,"1","0",1600,"5",85,1075,12113.7753670529
"546",10950,47,45850,"Petrol",97,"0","0",1400,"5",85,1060,11786.9196169434
"547",12500,56,45336,"Petrol",110,"1","0",1600,"5",85,1080,11426.112632916
"565",9750,56,37461,"Petrol",97,"0","0",1400,"3",69,1025,9946.5524478826
"568",10750,48,36005,"Petrol",97,"1","0",1400,"5",85,1065,11915.1151303893
"574",11710,48,35142,"Petrol",110,"0","0",1600,"3",85,1055,12113.9603064713
"581",11930,49,31999,"Petrol",97,"0","0",1400,"3",69,1030,11080.3625832174
"582",10500,52,31579,"Petrol",97,"0","0",1400,"3",69,1025,10575.1930236563
"583",8950,56,31000,"Petrol",97,"0","0",1400,"3",69,1025,10047.2533488626
"585",10500,55,30461,"Petrol",86,"1","0",1300,"5",69,1050,10393.5372346592
"586",12950,50,29686,"Petrol",110,"1","1",1600,"3",85,1075,12366.4861561705
"587",9950,55,29650,"Petrol",86,"0","0",1300,"3",69,1025,9861.21393237256
"590",9950,55,27500,"Petrol",97,"1","0",1400,"3",69,1025,10236.0452028414
"591",10950,48,26938,"Petrol",110,"1","0",1600,"3",69,1040,11914.8494288329
"595",10800,50,22500,"Petrol",97,"1","0",1400,"3",69,1025,10985.1799467722
"598",10600,51,17069,"Petrol",97,"1","0",1400,"3",69,1025,10935.5863201037
"600",12950,50,10210,"Petrol",97,"0","0",1400,"5",85,1065,12048.6730487492
"603",8950,52,31000,"Petrol",97,"0","0",1398,"3",69,1025,10584.2172956989
"605",7900,68,204250,"Diesel",72,"0","0",2000,"3",185,1115,6067.59429806256
"606",5950,68,194545,"Petrol",86,"0","0",1300,"4",69,1000,5001.07037092449
"608",7500,62,183500,"Diesel",72,"1","0",2000,"5",185,1140,7741.41244894746
"609",6900,65,176184,"Diesel",72,"1","0",2000,"3",185,1115,6907.75286984492
"615",8250,64,150585,"Petrol",110,"1","0",1600,"3",85,1065,8384.7997060749
"618",6900,59,144521,"Diesel",72,"1","0",2000,"5",64,1135,8642.66792137068
"622",6900,60,139800,"Diesel",72,"0","0",2000,"3",185,1115,8146.03744760254
"625",7950,67,135337,"CNG",110,"1","0",1600,"5",197,1120,7908.03937535657
"629",7950,64,132393,"Diesel",72,"0","0",2000,"5",185,1135,8160.48953589599
"631",7500,59,130000,"Diesel",72,"1","0",2000,"4",185,1135,8868.99167669185
"637",10500,61,123000,"Diesel",72,"0","0",2000,"5",185,1135,8709.61143781318
"639",10450,64,120400,"Petrol",110,"0","0",1600,"5",85,1090,9400.22548890247
"640",9950,66,120000,"Diesel",72,"0","0",2000,"4",185,1100,7322.21546595537
"642",8950,68,119500,"Petrol",110,"1","0",1600,"5",85,1070,8441.31809391058
"644",10950,57,118833,"Petrol",110,"0","0",1600,"3",85,1065,9819.3720809097
"645",9950,64,118000,"Diesel",72,"1","0",2000,"5",185,1150,8711.79639858997
"648",6950,68,117000,"Diesel",72,"0","0",2000,"3",185,1115,7427.46948928711
"650",9950,58,115715,"Petrol",110,"0","0",1600,"5",85,1070,9842.72082746316
"653",9450,63,115000,"CNG",110,"0","0",1600,"3",197,1109,8522.19108524063
"655",6950,65,114383,"Diesel",90,"0","0",2000,"3",64,1260,11590.2953262194
"658",8250,59,112827,"Petrol",86,"1","0",1300,"5",69,1040,8354.83452837027
"659",9950,68,112116,"Petrol",110,"1","0",1600,"5",85,1070,8556.40483788768
"661",7950,62,112000,"Diesel",72,"0","0",2000,"4",64,1135,8746.81603395189
"666",7750,63,109230,"Petrol",110,"0","0",1600,"3",69,1050,8836.62004396263
"667",9500,68,109150,"Petrol",110,"0","0",1600,"5",85,1075,8711.62550491451
"669",9750,64,106784,"Petrol",110,"0","1",1600,"3",19,1050,8740.50232049406
"673",8495,68,104299,"Petrol",110,"1","0",1600,"5",85,1085,9005.21841396284
"674",9250,67,104000,"Petrol",86,"0","0",1300,"3",69,1020,6982.51310792699
"678",9250,63,102807,"Petrol",86,"0","0",1300,"5",85,1055,8301.02003206488
"679",9895,68,102494,"Petrol",110,"0","0",1600,"5",85,1090,9142.34377901818
"684",8950,63,101469,"Petrol",110,"1","0",1600,"3",85,1065,9284.56080616147
"686",8950,61,100748,"Petrol",110,"0","0",1600,"5",85,1070,9673.27296174343
"688",9450,67,99781,"Petrol",110,"1","0",1600,"5",85,1085,9209.87677733613
"690",9250,65,98500,"Petrol",110,"1","0",1600,"5",85,1075,9280.33896116258
"692",9950,61,97648,"Petrol",110,"1","0",1600,"3",85,1065,9612.59674067613
"694",9900,65,97173,"Petrol",86,"0","0",1300,"3",69,1015,7248.40774093911
"705",8450,65,93408,"Petrol",86,"0","0",1300,"3",69,1015,7307.08888815928
"708",8500,67,92922,"Diesel",72,"1","0",2000,"4",185,1100,7610.01116036925
"709",9500,61,92498,"Petrol",110,"1","0",1600,"3",69,1050,9365.88633485437
"710",9450,65,92226,"Petrol",110,"0","0",1600,"3",85,1065,9160.13988022167
"711",9900,68,91505,"Diesel",72,"0","0",2000,"3",185,1115,7824.83359244206
"713",8750,65,91246,"Petrol",86,"1","0",1300,"3",69,1015,7340.78573816991
"718",9750,64,89145,"Petrol",86,"1","0",1300,"3",69,1025,7725.75823821538
"719",9950,63,89000,"Petrol",110,"1","0",1600,"5",85,1085,9914.8729813254
"724",7950,61,88127,"Petrol",86,"0","0",1300,"3",69,1015,7926.36230072464
"727",10995,59,87654,"Petrol",86,"1","1",1300,"5",85,1065,9292.14346926755
"731",11500,65,85889,"Petrol",110,"0","0",1600,"3",85,1065,9258.90812190408
"742",10450,62,82421,"Petrol",110,"1","0",1600,"3",85,1065,9715.68319851462
"743",9750,58,82254,"Petrol",110,"0","0",1600,"5",69,1050,9928.27189049915
"745",7450,65,82000,"Petrol",86,"1","0",1300,"3",69,1015,7484.89354353452
"750",8750,66,81083,"Petrol",86,"0","0",1300,"3",69,1015,7364.94488405011
"753",8450,65,80439,"Petrol",110,"1","0",1600,"4",69,1035,8689.89539418675
"755",9950,68,80426,"Petrol",110,"1","0",1600,"3",85,1055,8723.34586559141
"757",9950,65,80153,"Petrol",110,"0","0",1600,"5",85,1070,9457.30190388439
"760",10950,62,80000,"Petrol",110,"0","0",1600,"5",85,1075,9971.40221971567
"766",10500,60,79150,"Petrol",110,"1","0",1600,"5",85,1075,10253.1322608994
"767",8900,61,79000,"Petrol",110,"1","0",1600,"3",69,1050,9576.26565097069
"769",10950,59,78750,"Diesel",90,"1","0",1975,"5",210,1155,10662.2690595355
"773",9500,61,78063,"Petrol",107,"1","1",1600,"5",85,1100,10587.7090637711
"774",10950,67,77821,"Petrol",110,"1","0",1600,"5",85,1075,9334.15909753618
"776",9750,65,77500,"Petrol",110,"1","0",1600,"3",69,1050,9062.68064724995
"780",8900,66,76791,"Petrol",110,"1","0",1600,"5",85,1070,9375.46092167842
"781",9950,61,76700,"Petrol",86,"1","0",1300,"5",69,1035,8540.43390340426
"782",8750,67,76569,"Petrol",86,"1","0",1300,"3",69,1020,7410.05163366316
"784",8990,65,76155,"Petrol",110,"1","0",1600,"4",69,1035,8756.66565572493
"785",8950,61,75609,"Petrol",86,"1","0",1300,"3",69,1015,8121.46737400543
"788",9900,68,75000,"Petrol",110,"1","0",1600,"5",85,1075,9243.88610984652
"790",8950,62,75000,"Petrol",110,"1","0",1600,"5",85,1070,9940.3393265948
"795",11950,60,74720,"Petrol",110,"1","0",1600,"5",85,1085,10540.1634799132
"796",8950,62,74457,"Petrol",110,"0","0",1600,"5",85,1075,10057.7952075089
"797",11950,60,74337,"Petrol",86,"0","0",1300,"5",69,1035,8711.50451850147
"798",8950,68,74308,"Petrol",110,"0","0",1600,"3",69,1050,8709.70807807271
"799",9950,64,74193,"Petrol",110,"0","0",1600,"3",69,1050,9248.46441054791
"800",8250,65,74179,"Petrol",110,"1","0",1600,"3",69,1050,9114.44162730791
"801",8995,67,73936,"Petrol",86,"1","0",1300,"5",69,1050,8105.04569284946
"805",8900,64,73300,"Petrol",86,"1","0",1300,"3",69,1015,7754.73240031413
"808",7950,67,72880,"Petrol",86,"1","0",1332,"3",69,1015,7358.55554425925
"809",8250,63,72522,"Petrol",110,"1","0",1600,"3",69,1050,9408.74953988779
"811",7950,57,72000,"Petrol",86,"0","0",1300,"3",69,1015,8714.68105797793
"812",9500,59,71366,"Petrol",110,"0","0",1600,"3",85,1065,10290.7089694039
"813",8950,65,71317,"Petrol",110,"0","0",1600,"3",69,1050,9159.04865077249
"816",9450,63,70908,"Petrol",86,"0","0",1300,"5",69,1035,8362.22582233649
"818",9900,67,70552,"Petrol",110,"0","0",1600,"5",85,1075,9447.45345587442
"821",9450,59,70218,"Petrol",110,"1","0",1600,"3",69,1050,9981.62354334971
